,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success,SuccessPredict,SuccessPredictProb,SuccessPredictText
2144,Valiant Hearts: The Great War,"Adventure, puzzle",Ubisoft Montpellier,Ubisoft,2014-07-31,2014-06-25,2014-06-25,valiant+hearts+the+great+war,https://psprices.com/region-us/search/?q=valiant+hearts+the+great+war&platform=PS4&dlc=hide,True,80.0,-0.0005683555171801058,-0.05569509351447251,14.99,Puzzle,HighPublishers,MedDevelopers,2014-06-25,2014.0,6.0,25.0,0,0.0,59.80715884475685,Failure
2145,Valkyria Chronicles 4,Tactical role-playing,Sega,Sega,2018-03-21,2018-09-25,2018-09-25,valkyria+chronicles+4,https://psprices.com/region-us/search/?q=valkyria+chronicles+4&platform=PS4&dlc=hide,True,85.0,-0.0017190302028351066,-0.020076224720444194,59.99,Action,HighPublishers,HighDevelopers,2018-09-25,2018.0,9.0,25.0,1,0.0,75.27142940644664,Failure
2146,Valkyria Chronicles Remastered,Tactical role-playing,Media.Vision,Sega,2016-02-10,2016-05-17,2016-05-17,valkyria+chronicles+remastered,https://psprices.com/region-us/search/?q=valkyria+chronicles+remastered&platform=PS4&dlc=hide,True,85.0,-0.001143736542628404,0.12166620437426062,29.99,Action,HighPublishers,MedDevelopers,2016-05-17,2016.0,5.0,17.0,1,0.0,65.25701684724878,Failure
2147,Valkyria Revolution,Tactical role-playing,Media.Vision,Sega,2017-01-19,2017-06-30,2017-06-27,valkyria+revolution,https://psprices.com/region-us/search/?q=valkyria+revolution&platform=PS4&dlc=hide,True,56.0,-0.0012680272090394276,0.10091075443854547,39.99,Action,HighPublishers,MedDevelopers,2017-06-27,2017.0,6.0,27.0,1,1.0,50.23761357799873,Success
2152,Vampyr,Action role-playing,Dontnod Entertainment,Focus Home Interactive,2018-06-05,2018-06-05,2018-06-05,vampyr,https://psprices.com/region-us/search/?q=vampyr&platform=PS4&dlc=hide,True,73.0,-0.0008028925254089575,0.04729801502515865,59.99,Action,HighPublishers,MedDevelopers,2018-06-05,2018.0,6.0,5.0,0,0.0,50.03167771676304,Failure
2153,Vane,Adventure,Friend & Foe Games,Friend & Foe Games,2019-01-15,2019-01-15,2019-01-15,vane,https://psprices.com/region-us/search/?q=vane&platform=PS4&dlc=hide,True,48.0,0.00021239779890376453,-0.12096508489020036,24.99,Adventure,LowPublishers,LowDevelopers,2019-01-15,2019.0,1.0,15.0,0,0.0,68.690455598833,Failure
2154,The Vanishing of Ethan Carter,Puzzle,The Astronauts,The Astronauts,2015-07-15,2015-07-15,2015-07-15,the+vanishing+of+ethan+carter,https://psprices.com/region-us/search/?q=the+vanishing+of+ethan+carter&platform=PS4&dlc=hide,True,79.0,-0.0009029601442832771,0.06334407421978909,19.99,Puzzle,LowPublishers,LowDevelopers,2015-07-15,2015.0,7.0,15.0,0,0.0,68.6783184395476,Failure
2155,Vaporum,Role-playing,Fatbot Games,Merge Games,2019-10-10,2019-04-15,2019-04-09,vaporum,https://psprices.com/region-us/search/?q=vaporum&platform=PS4&dlc=hide,True,71.0,-0.0005529416309906191,-0.11295987916841133,24.99,RPG,MedPublishers,LowDevelopers,2019-04-09,2019.0,4.0,9.0,0,0.0,82.93274636282307,Failure
2157,Velocity 2X,Shoot 'em up,FuturLab,FuturLab,2014-09-03,2014-09-03,2014-09-02,velocity+2x,https://psprices.com/region-us/search/?q=velocity+2x&platform=PS4&dlc=hide,True,86.0,0.0,0.0,19.99,Shooter,LowPublishers,LowDevelopers,2014-09-02,2014.0,9.0,2.0,0,0.0,64.0329787049402,Failure
2158,Verdun,First-person shooter,M2H / Blackmill Games,M2H / Blackmill Games,2016-08-30,2016-08-30,2016-08-30,verdun,https://psprices.com/region-us/search/?q=verdun&platform=PS4&dlc=hide,True,56.0,-0.001059359081749812,-0.12483699875533741,19.99,Shooter,LowPublishers,LowDevelopers,2016-08-30,2016.0,8.0,30.0,1,0.0,65.18787567480409,Failure
2160,Victor Vran,Action role-playing,Haemimont Games,Haemimont Games,2019-02-14,2017-06-06,2017-06-06,victor+vran,https://psprices.com/region-us/search/?q=victor+vran&platform=PS4&dlc=hide,True,74.0,0.0,0.0,19.99,Action,LowPublishers,MedDevelopers,2017-06-06,2017.0,6.0,6.0,0,0.0,70.34637323056643,Failure
2161,Videoball,Sports,Action Button Entertainment,Iron Galaxy,2016-07-12,2016-07-12,2016-07-12,videoball,https://psprices.com/region-us/search/?q=videoball&platform=PS4&dlc=hide,True,80.0,-0.002189035512471797,-0.040755413373908825,9.99,Sports,LowPublishers,LowDevelopers,2016-07-12,2016.0,7.0,12.0,1,0.0,78.74531239967352,Failure
2164,Vikings: Wolves of Midgard,Action role-playing,Games Farm,Kalypso Media,2017-03-24,2017-03-24,2017-03-24,vikings+wolves+of+midgard,https://psprices.com/region-us/search/?q=vikings+wolves+of+midgard&platform=PS4&dlc=hide,True,66.0,-0.00066943022701256,-0.10205724734981486,59.99,Action,MedPublishers,MedDevelopers,2017-03-24,2017.0,3.0,24.0,0,1.0,51.146176075043584,Success
2165,Virginia,Adventure,Variable State,505 Games,2016-09-22,2016-09-22,2016-09-22,virginia,https://psprices.com/region-us/search/?q=virginia&platform=PS4&dlc=hide,True,73.0,-0.0005614994893795943,-0.09773395797975823,9.99,Adventure,HighPublishers,MedDevelopers,2016-09-22,2016.0,9.0,22.0,0,0.0,71.70931044820152,Failure
2169,Volgarr the Viking,Platformer,Crazy Viking Studios,Crazy Viking Studios,2016-11-16,2016-11-16,2016-11-16,volgarr+the+viking,https://psprices.com/region-us/search/?q=volgarr+the+viking&platform=PS4&dlc=hide,True,82.0,0.0,0.0,9.99,Platformer,LowPublishers,LowDevelopers,2016-11-16,2016.0,11.0,16.0,0,0.0,81.96511728652666,Failure
