,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success
478,Deiland,Adventurerole-playing,Chibig,Square Enix,,2018-02-28,2018-05-03,deiland,https://psprices.com/region-us/search/?q=deiland&platform=PS4&dlc=hide,True,,,,,Adventure,HighPublishers,LowDevelopers,2018-05-03,2018.0,5.0,3.0,1
479,Deliver Us The Moon,Adventure,KeokeN Interactive,KeokeN Interactive,,,,deliver+us+the+moon,https://psprices.com/region-us/search/?q=deliver+us+the+moon&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,LowDevelopers,,,,,1
480,Deltarune,Role-playing,Toby Fox,Toby Fox,2019-02-28,2019-02-28,2019-02-28,deltarune,https://psprices.com/region-us/search/?q=deltarune&platform=PS4&dlc=hide,False,,,,,RPG,LowPublishers,MedDevelopers,2019-02-28,2019.0,2.0,28.0,1
481,Demetrios: The Big Cynical Adventure,Point-and-click adventure,CowCat,CowCat,2016-05-31,2016-05-31,2016-05-31,demetrios+the+big+cynical+adventure,https://psprices.com/region-us/search/?q=demetrios+the+big+cynical+adventure&platform=PS4&dlc=hide,True,64.0,-0.0005320478667404111,0.07317439045724862,7.99,Adventure,LowPublishers,MedDevelopers,2016-05-31,2016.0,5.0,31.0,0
482,Demon Gaze II,Dungeon crawler,Experience,JP: Kadokawa GamesWW: NIS America,2016-10-13,2017-11-14,2017-11-17,demon+gaze+ii,https://psprices.com/region-us/search/?q=demon+gaze+ii&platform=PS4&dlc=hide,True,77.0,-0.0009512283876538797,0.010322730334129601,49.99,RPG,LowPublishers,MedDevelopers,2017-11-17,2017.0,11.0,17.0,0
483,Demons Age,Role-playing,Bigmoon Entertainment,Bigmoon Entertainment,,2018-04-27,,demons+age,https://psprices.com/region-us/search/?q=demons+age&platform=PS4&dlc=hide,False,,,,,RPG,LowPublishers,MedDevelopers,2018-04-27,2018.0,4.0,27.0,1
484,Dengeki Bunko: Fighting Climax Ignition,Fighting,Ecole Software,Sega,2015-12-17,,,dengeki+bunko+fighting+climax+ignition,https://psprices.com/region-us/search/?q=dengeki+bunko+fighting+climax+ignition&platform=PS4&dlc=hide,False,,,,,Action,HighPublishers,LowDevelopers,2015-12-17,2015.0,12.0,17.0,1
485,Deponia,Point-and-click adventure,Daedalic Entertainment,Daedalic Entertainment,,2016-12-01,2016-11-15,deponia,https://psprices.com/region-us/search/?q=deponia&platform=PS4&dlc=hide,True,,,,,Adventure,MedPublishers,HighDevelopers,2016-11-15,2016.0,11.0,15.0,1
486,Descenders,Sports,No More Robots,Sold Out,,,,descenders,https://psprices.com/region-us/search/?q=descenders&platform=PS4&dlc=hide,True,,,,,Sports,LowPublishers,LowDevelopers,,,,,1
487,Desperados III,Real-time strategy,Mimimi Productions,THQ Nordic,,,,desperados+iii,https://psprices.com/region-us/search/?q=desperados+iii&platform=PS4&dlc=hide,False,,,,,Strategy,MedPublishers,MedDevelopers,,,,,1
488,Destiny,First-person shooter,Bungie,Activision,2014-09-11,2014-09-09,2014-09-09,destiny,https://psprices.com/region-us/search/?q=destiny&platform=PS4&dlc=hide,False,,,,,Shooter,HighPublishers,MedDevelopers,2014-09-09,2014.0,9.0,9.0,1
489,Destiny 2,First-person shooter,Bungie,Activision,2017-09-06,2017-09-06,2017-09-06,destiny+2,https://psprices.com/region-us/search/?q=destiny+2&platform=PS4&dlc=hide,True,83.0,,,59.99,Shooter,HighPublishers,MedDevelopers,2017-09-06,2017.0,9.0,6.0,1
490,Destiny Connect: Tick-Tock Travelers,Role-playing,Nippon Ichi Software,Nippon Ichi Software,2019-03-14,2019-10-25,2019-11-05,destiny+connect+tick-tock+travelers,https://psprices.com/region-us/search/?q=destiny+connect+tick-tock+travelers&platform=PS4&dlc=hide,True,,,,,RPG,MedPublishers,HighDevelopers,2019-11-05,2019.0,11.0,5.0,1
491,Destroy All Humans! Remake,Action-adventure,Black Forest Games,THQ,2020-01-01,,,destroy+all+humans+remake,https://psprices.com/region-us/search/?q=destroy+all+humans+remake&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,2020-01-01,2020.0,1.0,1.0,1
492,Detroit: Become Human,Interactive drama,Quantic Dream,Sony Computer Entertainment,2018-05-25,2018-05-25,2018-05-25,detroit+become+human,https://psprices.com/region-us/search/?q=detroit+become+human&platform=PS4&dlc=hide,True,78.0,-0.0010108185719896162,0.11399669016163147,59.99,Adventure,HighPublishers,MedDevelopers,2018-05-25,2018.0,5.0,25.0,1
493,Deus Ex: Mankind Divided,"First-person shooter, stealth",Eidos Montréal,Square Enix,2017-03-23,2016-08-23,2016-08-23,deus+ex+mankind+divided,https://psprices.com/region-us/search/?q=deus+ex+mankind+divided&platform=PS4&dlc=hide,True,81.0,-0.0010097437640204905,-0.16989672664711947,59.99,Shooter,HighPublishers,MedDevelopers,2016-08-23,2016.0,8.0,23.0,1
494,Devil Engine,Shoot 'em up,Dangen Entertainment,Dangen Entertainment,,,,devil+engine,https://psprices.com/region-us/search/?q=devil+engine&platform=PS4&dlc=hide,False,,,,,Shooter,LowPublishers,LowDevelopers,,,,,1
495,Devil May Cry HD Collection,"Action-adventure, hack and slash",Capcom,Capcom,2018-03-13,2018-03-13,2018-03-13,devil+may+cry+hd+collection,https://psprices.com/region-us/search/?q=devil+may+cry+hd+collection&platform=PS4&dlc=hide,True,64.0,-0.0006415710753092251,0.044148483804552635,29.99,Action,HighPublishers,HighDevelopers,2018-03-13,2018.0,3.0,13.0,0
496,Devil May Cry 4: Special Edition,"Action-adventure, hack and slash",Capcom,Capcom,2015-06-18,2015-06-24,2015-06-23,devil+may+cry+4+special+edition,https://psprices.com/region-us/search/?q=devil+may+cry+4+special+edition&platform=PS4&dlc=hide,True,75.0,-0.00029929144490833514,-0.040756360887800935,24.99,Action,HighPublishers,HighDevelopers,2015-06-23,2015.0,6.0,23.0,0
497,Devil May Cry 5,"Action-adventure, hack and slash",Capcom,Capcom,2019-03-08,2019-03-08,2019-03-08,devil+may+cry+5,https://psprices.com/region-us/search/?q=devil+may+cry+5&platform=PS4&dlc=hide,False,,,,,Action,HighPublishers,HighDevelopers,2019-03-08,2019.0,3.0,8.0,1
498,Devious Dungeon,Action platformer,WoblywareRavenous,Ratalaika Games,,2018-04-25,2018-04-24,devious+dungeon,https://psprices.com/region-us/search/?q=devious+dungeon&platform=PS4&dlc=hide,True,62.0,-0.000508900082418995,-0.059290463356320336,7.99,Platformer,MedPublishers,LowDevelopers,2018-04-24,2018.0,4.0,24.0,0
499,Devious Dungeon 2,Action platformer,Woblyware,Ratalaika Games,2019-07-05,2019-05-15,2019-05-14,devious+dungeon+2,https://psprices.com/region-us/search/?q=devious+dungeon+2&platform=PS4&dlc=hide,True,75.0,-3.1986558102797174e-06,0.06784003730559827,6.39,Platformer,MedPublishers,LowDevelopers,2019-05-14,2019.0,5.0,14.0,0
500,Dex,Acton role-playing,Lewis Chirenje,Dreadlocks Ltd,2016-07-12,2016-07-12,2016-07-12,dex,https://psprices.com/region-us/search/?q=dex&platform=PS4&dlc=hide,True,,,,,RPG,LowPublishers,LowDevelopers,2016-07-12,2016.0,7.0,12.0,1
501,Diablo III,Action role-playinghack and slash,Blizzard Entertainment,Blizzard Entertainment,2014-08-21,2014-08-19,2014-08-19,diablo+iii,https://psprices.com/region-us/search/?q=diablo+iii&platform=PS4&dlc=hide,False,,,,,Action,MedPublishers,MedDevelopers,2014-08-19,2014.0,8.0,19.0,1
502,Diablo IV,Action role-playinghack and slash,Blizzard Entertainment,Blizzard Entertainment,,,,diablo+iv,https://psprices.com/region-us/search/?q=diablo+iv&platform=PS4&dlc=hide,False,,,,,Action,MedPublishers,MedDevelopers,,,,,1
503,Die for Valhalla!,Hack and slash,Monster Couch,Monster Couch,,2018-05-29,2018-05-29,die+for+valhalla,https://psprices.com/region-us/search/?q=die+for+valhalla&platform=PS4&dlc=hide,True,71.0,-0.00020746607117716495,0.06526329394622075,9.95,Action,LowPublishers,LowDevelopers,2018-05-29,2018.0,5.0,29.0,0
504,Digimon Story: Cyber Sleuth,Role-playing,Media.Vision,Bandai Namco,2015-03-21,2016-02-05,2016-02-02,digimon+story+cyber+sleuth,https://psprices.com/region-us/search/?q=digimon+story+cyber+sleuth&platform=PS4&dlc=hide,True,72.0,-9.0804126361807e-05,-0.2280431894807376,59.99,RPG,HighPublishers,MedDevelopers,2016-02-02,2016.0,2.0,2.0,0
505,Digimon Story: Cyber Sleuth – Hacker's Memory,Role-playing,Media.Vision,Bandai Namco Entertainment,2017-08-09,2018-01-19,2018-01-19,digimon+story+cyber+sleuth+–+hackers+memory,https://psprices.com/region-us/search/?q=digimon+story+cyber+sleuth+–+hackers+memory&platform=PS4&dlc=hide,True,72.0,-9.0804126361807e-05,-0.2280431894807376,59.99,RPG,HighPublishers,MedDevelopers,2018-01-19,2018.0,1.0,19.0,0
506,Digimon Survive,Role-playing,Witchcraft,Bandai Namco Entertainment,2020-01-01,,,digimon+survive,https://psprices.com/region-us/search/?q=digimon+survive&platform=PS4&dlc=hide,False,,,,,RPG,HighPublishers,LowDevelopers,2020-01-01,2020.0,1.0,1.0,1
507,Digimon World: Next Order,Role-playing,B.B. Studio,Bandai Namco Entertainment,2017-02-16,2017-01-27,2017-01-31,digimon+world+next+order,https://psprices.com/region-us/search/?q=digimon+world+next+order&platform=PS4&dlc=hide,True,69.0,-0.000748755521162125,-0.000980760008662318,59.99,RPG,HighPublishers,HighDevelopers,2017-01-31,2017.0,1.0,31.0,0
508,Dirt 4,Racing,Codemasters,Codemasters,2017-06-09,2017-06-09,2017-06-09,dirt+4,https://psprices.com/region-us/search/?q=dirt+4&platform=PS4&dlc=hide,True,83.0,-0.0006969300636462592,-0.05802482702044654,59.99,Sports,MedPublishers,HighDevelopers,2017-06-09,2017.0,6.0,9.0,0
509,Dirt Rally,Racing,Codemasters,Codemasters,,2016-04-05,2016-04-05,dirt+rally,https://psprices.com/region-us/search/?q=dirt+rally&platform=PS4&dlc=hide,False,,,,,Sports,MedPublishers,HighDevelopers,2016-04-05,2016.0,4.0,5.0,1
510,Dirt Rally 2.0,Racing,Codemasters,Codemasters,2019-04-18,2019-02-26,2019-02-26,dirt+rally+2+0,https://psprices.com/region-us/search/?q=dirt+rally+2+0&platform=PS4&dlc=hide,False,,,,,Sports,MedPublishers,HighDevelopers,2019-02-26,2019.0,2.0,26.0,1
511,Disaster Report 4 Plus: Summer Memories,Action-adventure,Granzella,Granzella,2018-11-22,2020-04-07,2020-04-07,disaster+report+4+plus+summer+memories,https://psprices.com/region-us/search/?q=disaster+report+4+plus+summer+memories&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,2020-04-07,2020.0,4.0,7.0,1
512,Disc Jam,"Action, sports",High Horse Entertainment,High Horse Entertainment,,2017-03-07,2017-03-07,disc+jam,https://psprices.com/region-us/search/?q=disc+jam&platform=PS4&dlc=hide,True,69.0,-0.00020626555831758757,0.007706409675629473,14.99,Sports,LowPublishers,LowDevelopers,2017-03-07,2017.0,3.0,7.0,0
513,Disco Elysium,Role-playing,ZA/UM,ZA/UM,2020-01-01,,,disco+elysium,https://psprices.com/region-us/search/?q=disco+elysium&platform=PS4&dlc=hide,False,,,,,RPG,LowPublishers,LowDevelopers,2020-01-01,2020.0,1.0,1.0,1
514,Disgaea 1 Complete,Tactical role-playing,Nippon Ichi Software,Nippon Ichi Software,2018-07-26,2018-10-12,2018-10-09,disgaea+1+complete,https://psprices.com/region-us/search/?q=disgaea+1+complete&platform=PS4&dlc=hide,True,79.0,-0.00037794041414552707,-0.0772512610835542,49.99,Action,MedPublishers,HighDevelopers,2018-10-09,2018.0,10.0,9.0,0
515,Disgaea 4 Complete+,Tactical role-playing,Nippon Ichi Software,Nippon Ichi Software,2019-10-29,2019-10-29,2019-10-29,disgaea+4+complete+,https://psprices.com/region-us/search/?q=disgaea+4+complete+&platform=PS4&dlc=hide,True,,,,,Action,MedPublishers,HighDevelopers,2019-10-29,2019.0,10.0,29.0,1
516,Disgaea 5 Complete,Tactical role-playing,Nippon Ichi Software,Nippon Ichi Software,2015-03-26,2015-10-16,2015-10-06,disgaea+5+complete,https://psprices.com/region-us/search/?q=disgaea+5+complete&platform=PS4&dlc=hide,True,84.0,-0.00034358590487272404,-0.07700706535300875,39.99,Action,MedPublishers,HighDevelopers,2015-10-06,2015.0,10.0,6.0,0
517,Dishonored: Definitive Edition,Action,Arkane Studios,Bethesda Softworks,2015-08-27,2015-08-28,2015-08-25,dishonored+definitive+edition,https://psprices.com/region-us/search/?q=dishonored+definitive+edition&platform=PS4&dlc=hide,True,77.0,-0.0015322544914005598,-0.18778102521149398,39.99,Action,HighPublishers,MedDevelopers,2015-08-25,2015.0,8.0,25.0,1
518,Dishonored 2,Action,Arkane Studios,Bethesda Softworks,2016-11-11,2016-11-11,2016-11-11,dishonored+2,https://psprices.com/region-us/search/?q=dishonored+2&platform=PS4&dlc=hide,True,85.0,-0.0013296815283477294,-0.1247705709844527,59.99,Action,HighPublishers,MedDevelopers,2016-11-11,2016.0,11.0,11.0,1
519,Dishonored: Death of the Outsider,Action,Arkane Studios,Bethesda Softworks,2017-09-15,2017-09-15,2017-09-15,dishonored+death+of+the+outsider,https://psprices.com/region-us/search/?q=dishonored+death+of+the+outsider&platform=PS4&dlc=hide,True,81.0,-0.0004573842934798931,-0.11441108768067416,29.99,Action,HighPublishers,MedDevelopers,2017-09-15,2017.0,9.0,15.0,0
520,Disintegration,First-person shooter,V1 Interactive,Private Division,,,,disintegration,https://psprices.com/region-us/search/?q=disintegration&platform=PS4&dlc=hide,True,,,,,Shooter,MedPublishers,LowDevelopers,,,,,1
521,The Disney Afternoon Collection,Platform,Digital Eclipse,Capcom,,2017-04-18,2017-04-18,the+disney+afternoon+collection,https://psprices.com/region-us/search/?q=the+disney+afternoon+collection&platform=PS4&dlc=hide,True,78.0,-0.0008967029118162479,-0.11032839926084312,19.99,Platformer,HighPublishers,MedDevelopers,2017-04-18,2017.0,4.0,18.0,0
522,Disney Classic Games: Aladdin and The Lion King,Platform,Digital Eclipse,Disney Interactive,,2019-10-29,2019-10-29,disney+classic+games+aladdin+and+the+lion+king,https://psprices.com/region-us/search/?q=disney+classic+games+aladdin+and+the+lion+king&platform=PS4&dlc=hide,True,,,,,Platformer,LowPublishers,MedDevelopers,2019-10-29,2019.0,10.0,29.0,1
523,Disney Infinity: Marvel Super Heroes,Action-adventure,Avalanche Software,Disney Interactive Studios,,2014-09-18,2014-09-23,disney+infinity+marvel+super+heroes,https://psprices.com/region-us/search/?q=disney+infinity+marvel+super+heroes&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,2014-09-23,2014.0,9.0,23.0,1
524,Disney Infinity 3.0,Action-adventure,Avalanche Software,Disney Interactive Studios,2015-11-12,2015-08-28,2015-08-28,disney+infinity+3+0,https://psprices.com/region-us/search/?q=disney+infinity+3+0&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,2015-08-28,2015.0,8.0,28.0,1
525,Dissidia Final Fantasy NT,Fighting,Team Ninja,Square Enix,2018-01-11,2018-01-30,2018-01-30,dissidia+final+fantasy+nt,https://psprices.com/region-us/search/?q=dissidia+final+fantasy+nt&platform=PS4&dlc=hide,True,67.0,-0.0016098730504774245,-0.06940689059820859,59.99,Action,HighPublishers,MedDevelopers,2018-01-30,2018.0,1.0,30.0,1
526,Distance,Racing,Refract Studios,Refract Studios,,,,distance,https://psprices.com/region-us/search/?q=distance&platform=PS4&dlc=hide,False,,,,,Sports,LowPublishers,LowDevelopers,,,,,1
527,Distraint,Adventure,Jesse Makkonen,Ratalaika Games,,2019-09-11,2019-09-10,distraint,https://psprices.com/region-us/search/?q=distraint&platform=PS4&dlc=hide,True,,,,,Adventure,MedPublishers,LowDevelopers,2019-09-10,2019.0,9.0,10.0,1
528,Divekick,Fighting,Iron Galaxy Studios,Iron Galaxy Studios,2014-10-07,2014-10-07,2014-10-07,divekick,https://psprices.com/region-us/search/?q=divekick&platform=PS4&dlc=hide,True,,,,,Action,LowPublishers,LowDevelopers,2014-10-07,2014.0,10.0,7.0,1
529,Divide,Action-adventure,Exploding Tuba Studios,Exploding Tuba Studios,,2017-01-31,2017-01-31,divide,https://psprices.com/region-us/search/?q=divide&platform=PS4&dlc=hide,True,46.0,0.0,0.0,24.99,Adventure,LowPublishers,LowDevelopers,2017-01-31,2017.0,1.0,31.0,0
530,Divinity: Original Sin,Role-playing,Larian Studios,Focus Home Interactive,2016-04-14,2015-10-27,2015-10-27,divinity+original+sin,https://psprices.com/region-us/search/?q=divinity+original+sin&platform=PS4&dlc=hide,True,87.0,-0.0005250758497592715,-0.19074731652092106,59.99,RPG,HighPublishers,MedDevelopers,2015-10-27,2015.0,10.0,27.0,0
531,Divinity: Original Sin II,Role-playing,Larian Studios,Larian Studios,2019-10-31,2018-08-31,2018-08-31,divinity+original+sin+ii,https://psprices.com/region-us/search/?q=divinity+original+sin+ii&platform=PS4&dlc=hide,True,87.0,-0.00020786642854013634,-0.17499349465798208,59.99,RPG,LowPublishers,MedDevelopers,2018-08-31,2018.0,8.0,31.0,0
532,DJMax Respect,"Music, rhythm",Rocky Studio,JP: Arc System WorksWW: Neowiz Games,2017-11-09,2018-03-17,2018-03-06,djmax+respect,https://psprices.com/region-us/search/?q=djmax+respect&platform=PS4&dlc=hide,True,86.0,0.0,0.0,49.99,Platformer,LowPublishers,LowDevelopers,2018-03-06,2018.0,3.0,6.0,0
533,DmC: Devil May Cry Definitive Edition,"Action-adventure, hack and slash",Ninja Theory,Capcom,,2015-03-10,2015-03-10,dmc+devil+may+cry+definitive+edition,https://psprices.com/region-us/search/?q=dmc+devil+may+cry+definitive+edition&platform=PS4&dlc=hide,True,83.0,-0.0010315172417040956,-0.04729574602843884,39.99,Action,HighPublishers,MedDevelopers,2015-03-10,2015.0,3.0,10.0,1
534,Dogos,Shooter,Opqam,Opqam,2016-12-16,2016-09-06,2016-09-06,dogos,https://psprices.com/region-us/search/?q=dogos&platform=PS4&dlc=hide,True,61.0,-0.000901514365608593,-0.07983315223469878,11.99,Shooter,LowPublishers,LowDevelopers,2016-09-06,2016.0,9.0,6.0,0
535,Doki-Doki Universe,Adventure,HumaNature Studios,HumaNature Studios,2014-02-22,2013-12-10,2013-12-10,doki-doki+universe,https://psprices.com/region-us/search/?q=doki-doki+universe&platform=PS4&dlc=hide,True,66.0,-0.0006942226603118596,-0.19878551639022435,14.99,Adventure,LowPublishers,MedDevelopers,2013-12-10,2013.0,12.0,10.0,0
536,Donut County,Puzzle,Ben Esposito,Annapurna Interactive,2018-08-28,2018-08-28,2018-08-28,donut+county,https://psprices.com/region-us/search/?q=donut+county&platform=PS4&dlc=hide,True,80.0,-0.0012421444096219528,0.014370873836403744,12.99,Puzzle,MedPublishers,LowDevelopers,2018-08-28,2018.0,8.0,28.0,1
537,Don Bradman Cricket 17,Sports,Big Ant Studios,Tru Blu Entertainment,,2016-12-16,2016-12-16,don+bradman+cricket+17,https://psprices.com/region-us/search/?q=don+bradman+cricket+17&platform=PS4&dlc=hide,True,74.0,-0.0018249922960585647,0.0996606620260675,59.99,Sports,LowPublishers,HighDevelopers,2016-12-16,2016.0,12.0,16.0,1
538,"Don't Die, Mr. Robot!",Action,Infinite State Games,Infinite State Games,,2016-03-08,2016-03-08,dont+die+mr+robot,https://psprices.com/region-us/search/?q=dont+die+mr+robot&platform=PS4&dlc=hide,True,,,,,Action,LowPublishers,MedDevelopers,2016-03-08,2016.0,3.0,8.0,1
539,Don't Starve,Action-adventure,Klei Entertainment,Klei Entertainment,2014-02-22,2014-01-08,2014-01-07,dont+starve,https://psprices.com/region-us/search/?q=dont+starve&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,2014-01-07,2014.0,1.0,7.0,1
540,Don't Starve Together,Action-adventure,Klei EntertainmentBlitWorks,Klei Entertainment,2017-09-13,2017-09-13,2017-09-13,dont+starve+together,https://psprices.com/region-us/search/?q=dont+starve+together&platform=PS4&dlc=hide,True,76.0,-0.0005082948662167301,-0.006413677711060867,14.99,Adventure,LowPublishers,LowDevelopers,2017-09-13,2017.0,9.0,13.0,0
541,Doodle Devil,Puzzle,JoyBits,8Floor,,2016-03-23,2016-08-16,doodle+devil,https://psprices.com/region-us/search/?q=doodle+devil&platform=PS4&dlc=hide,True,,,,,Puzzle,LowPublishers,MedDevelopers,2016-08-16,2016.0,8.0,16.0,1
542,Doodle God,Puzzle,JoyBits,4Hit,,2016-01-29,2016-07-05,doodle+god,https://psprices.com/region-us/search/?q=doodle+god&platform=PS4&dlc=hide,True,,,,,Puzzle,LowPublishers,MedDevelopers,2016-07-05,2016.0,7.0,5.0,1
543,Doom,First-person shooter,id Software,Bethesda Softworks,,2019-07-26,2019-07-26,doom,https://psprices.com/region-us/search/?q=doom&platform=PS4&dlc=hide,True,85.0,-0.0011718562886420419,-0.010962429304660688,59.99,Shooter,HighPublishers,HighDevelopers,2019-07-26,2019.0,7.0,26.0,1
544,Doom,First-person shooter,id Software,Bethesda Softworks,2016-05-13,2016-05-13,2016-05-13,doom,https://psprices.com/region-us/search/?q=doom&platform=PS4&dlc=hide,True,85.0,-0.0011718562886420419,-0.010962429304660688,59.99,Shooter,HighPublishers,HighDevelopers,2016-05-13,2016.0,5.0,13.0,1
545,Doom II,First-person shooter,id Software,Bethesda Softworks,,2019-07-26,2019-07-26,doom+ii,https://psprices.com/region-us/search/?q=doom+ii&platform=PS4&dlc=hide,False,,,,,Shooter,HighPublishers,HighDevelopers,2019-07-26,2019.0,7.0,26.0,1
546,Doom 3,First-person shooter,id Software,Bethesda Softworks,,2019-07-26,2019-07-26,doom+3,https://psprices.com/region-us/search/?q=doom+3&platform=PS4&dlc=hide,True,85.0,0.0,0.0,9.99,Shooter,HighPublishers,HighDevelopers,2019-07-26,2019.0,7.0,26.0,0
